,X,Y,AP1 RTT(mm),AP6 RTT(mm),AP7 RTT(mm),AP1 RSS(dBm),AP6 RSS(dBm),AP7 RSS(dBm),LOS APs
868,-1.0,-1.0,836.0,1954.0,2950.0,-47.0,-65.0,-63.0,1 6
869,-1.0,-1.0,840.0,1951.0,3240.0,-47.0,-65.0,-63.0,1 6
870,-1.0,-1.0,693.0,2179.0,2980.0,-47.0,-64.0,-63.0,1 6
871,-1.0,-1.0,840.0,1917.0,3065.0,-47.0,-65.0,-63.0,1 6
872,-1.0,-1.0,695.0,1945.0,3041.0,-47.0,-65.0,-63.0,1 6
873,-1.0,-1.0,967.0,1804.0,3093.0,-47.0,-65.0,-63.0,1 6
874,-1.0,-1.0,920.0,1917.0,3095.0,-47.0,-65.0,-63.0,1 6
875,-1.0,-1.0,632.0,2173.0,3390.0,-47.0,-66.0,-63.0,1 6
876,-1.0,-1.0,864.0,2223.0,2950.0,-47.0,-65.0,-63.0,1 6
877,-1.0,-1.0,690.0,2220.0,2830.0,-47.0,-66.0,-63.0,1 6
878,-1.0,-1.0,922.0,2179.0,3069.0,-47.0,-65.0,-63.0,1 6
879,-1.0,-1.0,986.0,2139.0,3390.0,-47.0,-65.0,-63.0,1 6
880,-1.0,-1.0,697.0,1920.0,2924.0,-47.0,-64.0,-63.0,1 6
881,-1.0,-1.0,904.0,2108.0,3418.0,-47.0,-65.0,-63.0,1 6
882,-1.0,-1.0,838.0,2261.0,3039.0,-48.0,-66.0,-63.0,1 6
883,-1.0,-1.0,726.0,2261.0,2978.0,-47.0,-66.0,-62.0,1 6
884,-1.0,-1.0,973.0,1961.0,3247.0,-46.0,-66.0,-63.0,1 6
885,-1.0,-1.0,777.0,2042.0,3271.0,-46.0,-65.0,-63.0,1 6
886,-1.0,-1.0,995.0,2298.0,3154.0,-46.0,-65.0,-62.0,1 6
887,-1.0,-1.0,942.0,2148.0,3334.0,-47.0,-64.0,-62.0,1 6
888,-1.0,-1.0,665.0,2148.0,3154.0,-47.0,-64.0,-62.0,1 6
889,-1.0,-1.0,662.0,2423.0,3008.0,-46.0,-64.0,-62.0,1 6
890,-1.0,-1.0,933.0,2379.0,3332.0,-47.0,-63.0,-63.0,1 6
891,-1.0,-1.0,942.0,2189.0,3008.0,-47.0,-64.0,-63.0,1 6
892,-1.0,-1.0,898.0,2101.0,3332.0,-47.0,-66.0,-62.0,1 6
893,-1.0,-1.0,723.0,2189.0,3362.0,-47.0,-66.0,-62.0,1 6
894,-1.0,-1.0,936.0,2511.0,3036.0,-48.0,-64.0,-62.0,1 6
895,-1.0,-1.0,932.0,2470.0,3151.0,-46.0,-64.0,-63.0,1 6
896,-1.0,-1.0,939.0,2336.0,3329.0,-47.0,-66.0,-62.0,1 6
897,-1.0,-1.0,606.0,2511.0,2978.0,-47.0,-64.0,-63.0,1 6
898,-1.0,-1.0,942.0,2464.0,3186.0,-47.0,-62.0,-62.0,1 6
899,-1.0,-1.0,925.0,2254.0,3212.0,-48.0,-65.0,-63.0,1 6
900,-1.0,-1.0,820.0,2111.0,3273.0,-48.0,-64.0,-63.0,1 6
901,-1.0,-1.0,889.0,2392.0,3126.0,-47.0,-64.0,-64.0,1 6
902,-1.0,-1.0,701.0,2461.0,3564.0,-48.0,-65.0,-64.0,1 6
903,-1.0,-1.0,840.0,2254.0,3238.0,-48.0,-64.0,-64.0,1 6
904,-1.0,-1.0,749.0,2414.0,3479.0,-48.0,-64.0,-63.0,1 6
905,-1.0,-1.0,730.0,2392.0,3212.0,-47.0,-64.0,-63.0,1 6
906,-1.0,-1.0,786.0,2339.0,3154.0,-47.0,-64.0,-63.0,1 6
907,-1.0,-1.0,805.0,2383.0,2980.0,-47.0,-65.0,-63.0,1 6
908,-1.0,-1.0,976.0,2292.0,3210.0,-47.0,-64.0,-63.0,1 6
909,-1.0,-1.0,864.0,2067.0,3329.0,-48.0,-64.0,-63.0,1 6
910,-1.0,-1.0,848.0,2414.0,2976.0,-47.0,-64.0,-63.0,1 6
911,-1.0,-1.0,599.0,2267.0,3271.0,-48.0,-64.0,-64.0,1 6
912,-1.0,-1.0,808.0,2461.0,3095.0,-47.0,-62.0,-65.0,1 6
913,-1.0,-1.0,826.0,2111.0,3416.0,-48.0,-63.0,-64.0,1 6
914,-1.0,-1.0,823.0,2179.0,3276.0,-48.0,-64.0,-63.0,1 6
915,-1.0,-1.0,870.0,2345.0,2774.0,-48.0,-64.0,-63.0,1 6
916,-1.0,-1.0,926.0,2158.0,3240.0,-47.0,-65.0,-63.0,1 6
917,-1.0,-1.0,840.0,2292.0,3126.0,-48.0,-65.0,-63.0,1 6
918,-1.0,-1.0,779.0,2267.0,2802.0,-47.0,-64.0,-62.0,1 6
919,-1.0,-1.0,823.0,2336.0,2978.0,-47.0,-64.0,-62.0,1 6
920,-1.0,-1.0,820.0,2304.0,2711.0,-48.0,-64.0,-61.0,1 6
921,-1.0,-1.0,786.0,2179.0,3154.0,-48.0,-64.0,-62.0,1 6
922,-1.0,-1.0,708.0,2258.0,3036.0,-47.0,-63.0,-61.0,1 6
923,-1.0,-1.0,573.0,2492.0,3095.0,-47.0,-63.0,-61.0,1 6
924,-1.0,-1.0,701.0,2342.0,3065.0,-47.0,-63.0,-61.0,1 6
925,-1.0,-1.0,739.0,2273.0,2983.0,-48.0,-63.0,-61.0,1 6
926,-1.0,-1.0,867.0,2376.0,3065.0,-48.0,-62.0,-62.0,1 6
927,-1.0,-1.0,783.0,2273.0,3069.0,-48.0,-62.0,-63.0,1 6
928,-1.0,-1.0,812.0,2348.0,2947.0,-48.0,-63.0,-63.0,1 6
929,-1.0,-1.0,782.0,2392.0,3386.0,-48.0,-63.0,-63.0,1 6
930,-1.0,-1.0,820.0,2417.0,3067.0,-48.0,-62.0,-62.0,1 6
931,-1.0,-1.0,782.0,2214.0,3503.0,-48.0,-63.0,-62.0,1 6
932,-1.0,-1.0,733.0,2179.0,2863.0,-48.0,-63.0,-63.0,1 6
933,-1.0,-1.0,742.0,2195.0,3332.0,-48.0,-63.0,-62.0,1 6
934,-1.0,-1.0,623.0,2354.0,3039.0,-48.0,-63.0,-62.0,1 6
935,-1.0,-1.0,629.0,2292.0,2748.0,-48.0,-62.0,-62.0,1 6
936,-1.0,-1.0,751.0,2429.0,3067.0,-48.0,-62.0,-62.0,1 6
937,-1.0,-1.0,858.0,2301.0,2983.0,-48.0,-63.0,-63.0,1 6
938,-1.0,-1.0,861.0,2270.0,3095.0,-48.0,-63.0,-63.0,1 6
939,-1.0,-1.0,848.0,2314.0,3388.0,-48.0,-63.0,-64.0,1 6
940,-1.0,-1.0,786.0,2276.0,3653.0,-48.0,-63.0,-64.0,1 6
941,-1.0,-1.0,936.0,2264.0,3386.0,-47.0,-63.0,-62.0,1 6
942,-1.0,-1.0,895.0,2236.0,3151.0,-47.0,-63.0,-62.0,1 6
943,-1.0,-1.0,861.0,2354.0,3505.0,-47.0,-64.0,-62.0,1 6
944,-1.0,-1.0,786.0,2339.0,3416.0,-47.0,-64.0,-63.0,1 6
945,-1.0,-1.0,747.0,2233.0,3039.0,-48.0,-63.0,-62.0,1 6
946,-1.0,-1.0,808.0,2195.0,3566.0,-47.0,-63.0,-62.0,1 6
947,-1.0,-1.0,858.0,2304.0,3039.0,-47.0,-64.0,-62.0,1 6
948,-1.0,-1.0,716.0,2104.0,3268.0,-47.0,-64.0,-62.0,1 6
949,-1.0,-1.0,810.0,2195.0,3004.0,-47.0,-64.0,-62.0,1 6
950,-1.0,-1.0,929.0,2114.0,3062.0,-47.0,-63.0,-63.0,1 6
951,-1.0,-1.0,823.0,2261.0,3388.0,-47.0,-61.0,-62.0,1 6
952,-1.0,-1.0,895.0,2192.0,3358.0,-48.0,-63.0,-62.0,1 6
953,-1.0,-1.0,748.0,2276.0,3299.0,-48.0,-64.0,-63.0,1 6
954,-1.0,-1.0,695.0,2254.0,3271.0,-47.0,-63.0,-62.0,1 6
955,-1.0,-1.0,851.0,2386.0,3182.0,-47.0,-63.0,-62.0,1 6
956,-1.0,-1.0,854.0,2195.0,3158.0,-47.0,-62.0,-62.0,1 6
957,-1.0,-1.0,945.0,2195.0,3245.0,-47.0,-63.0,-62.0,1 6
958,-1.0,-1.0,854.0,2176.0,3416.0,-48.0,-61.0,-62.0,1 6
959,-1.0,-1.0,739.0,2111.0,3243.0,-47.0,-62.0,-62.0,1 6
960,-1.0,1.0,1483.0,3240.0,1597.0,-52.0,-63.0,-64.0,1
961,-1.0,1.0,1900.0,3006.0,1136.0,-53.0,-64.0,-67.0,1
962,-1.0,1.0,1161.0,3013.0,983.0,-54.0,-64.0,-67.0,1
963,-1.0,1.0,1745.0,3268.0,1042.0,-54.0,-65.0,-68.0,1
964,-1.0,1.0,1890.0,3329.0,1103.0,-53.0,-63.0,-67.0,1
965,-1.0,1.0,1396.0,3060.0,1342.0,-54.0,-64.0,-67.0,1
966,-1.0,1.0,1724.0,3388.0,1077.0,-54.0,-64.0,-67.0,1
967,-1.0,1.0,1511.0,3126.0,1047.0,-54.0,-64.0,-67.0,1
968,-1.0,1.0,1454.0,3126.0,1101.0,-54.0,-66.0,-67.0,1
969,-1.0,1.0,1740.0,3362.0,899.0,-54.0,-65.0,-68.0,1
970,-1.0,1.0,1651.0,2858.0,1473.0,-53.0,-70.0,-66.0,1
971,-1.0,1.0,1243.0,3067.0,899.0,-53.0,-68.0,-66.0,1
972,-1.0,1.0,1398.0,2945.0,690.0,-53.0,-67.0,-67.0,1
973,-1.0,1.0,1862.0,2828.0,1194.0,-53.0,-68.0,-67.0,1
974,-1.0,1.0,1492.0,3128.0,1011.0,-54.0,-69.0,-67.0,1
975,-1.0,1.0,1225.0,2774.0,1049.0,-53.0,-68.0,-67.0,1
976,-1.0,1.0,1576.0,2746.0,1218.0,-52.0,-68.0,-66.0,1
977,-1.0,1.0,1513.0,2912.0,1161.0,-53.0,-67.0,-67.0,1
978,-1.0,1.0,1717.0,3004.0,1103.0,-52.0,-68.0,-66.0,1
979,-1.0,1.0,1368.0,2884.0,1215.0,-52.0,-66.0,-66.0,1
980,-1.0,1.0,1806.0,2915.0,1604.0,-53.0,-67.0,-67.0,1
981,-1.0,1.0,1628.0,2772.0,1225.0,-52.0,-65.0,-66.0,1
982,-1.0,1.0,1401.0,2879.0,1419.0,-54.0,-65.0,-67.0,1
983,-1.0,1.0,1513.0,3156.0,1480.0,-53.0,-67.0,-66.0,1
984,-1.0,1.0,1485.0,3093.0,1806.0,-53.0,-66.0,-66.0,1
985,-1.0,1.0,1806.0,3451.0,815.0,-54.0,-66.0,-67.0,1
986,-1.0,1.0,1957.0,2971.0,871.0,-52.0,-65.0,-66.0,1
987,-1.0,1.0,1637.0,3128.0,1429.0,-53.0,-67.0,-67.0,1
988,-1.0,1.0,1806.0,3215.0,1422.0,-52.0,-65.0,-66.0,1
989,-1.0,1.0,1745.0,3164.0,1016.0,-54.0,-69.0,-66.0,1
990,-1.0,1.0,1663.0,3126.0,955.0,-53.0,-69.0,-67.0,1
991,-1.0,1.0,1811.0,2893.0,983.0,-52.0,-67.0,-65.0,1
992,-1.0,1.0,1286.0,3358.0,1635.0,-55.0,-68.0,-67.0,1
993,-1.0,1.0,1724.0,3276.0,1021.0,-52.0,-67.0,-66.0,1
994,-1.0,1.0,1750.0,2659.0,1161.0,-52.0,-68.0,-66.0,1
995,-1.0,1.0,1691.0,2952.0,1248.0,-52.0,-67.0,-64.0,1
996,-1.0,1.0,2079.0,2720.0,1166.0,-51.0,-68.0,-65.0,1
997,-1.0,1.0,1480.0,3170.0,1072.0,-53.0,-67.0,-66.0,1
998,-1.0,1.0,1893.0,2886.0,1431.0,-53.0,-67.0,-67.0,1
999,-1.0,1.0,1459.0,2887.0,1661.0,-54.0,-68.0,-66.0,1
1000,-1.0,1.0,1513.0,3065.0,1255.0,-53.0,-68.0,-67.0,1
1001,-1.0,1.0,1879.0,3029.0,899.0,-54.0,-68.0,-67.0,1
1002,-1.0,1.0,1628.0,2772.0,1483.0,-55.0,-68.0,-68.0,1
1003,-1.0,1.0,1786.0,3100.0,1133.0,-54.0,-67.0,-67.0,1
1004,-1.0,1.0,1686.0,3011.0,1248.0,-56.0,-69.0,-66.0,1
1005,-1.0,1.0,1893.0,3189.0,1227.0,-55.0,-68.0,-68.0,1
1006,-1.0,1.0,2020.0,3334.0,1368.0,-55.0,-66.0,-68.0,1
1007,-1.0,1.0,1882.0,3325.0,1197.0,-53.0,-66.0,-68.0,1
1008,-1.0,1.0,1626.0,3301.0,1161.0,-54.0,-66.0,-68.0,1
1009,-1.0,1.0,1811.0,2891.0,1075.0,-54.0,-67.0,-67.0,1
1010,-1.0,1.0,1574.0,2893.0,1279.0,-54.0,-66.0,-66.0,1
1011,-1.0,1.0,1895.0,2950.0,1051.0,-54.0,-64.0,-68.0,1
1012,-1.0,1.0,1979.0,3186.0,960.0,-52.0,-66.0,-68.0,1
1013,-1.0,1.0,1520.0,2945.0,1042.0,-54.0,-67.0,-63.0,1
1014,-1.0,1.0,1945.0,3179.0,962.0,-55.0,-65.0,-68.0,1
1015,-1.0,1.0,2020.0,3299.0,904.0,-53.0,-69.0,-63.0,1
1016,-1.0,1.0,1522.0,3301.0,1161.0,-55.0,-66.0,-66.0,1
1017,-1.0,1.0,1711.0,2952.0,1337.0,-55.0,-67.0,-65.0,1
1018,-1.0,1.0,1882.0,2980.0,1717.0,-55.0,-68.0,-64.0,1
1019,-1.0,1.0,1541.0,3212.0,1663.0,-55.0,-63.0,-63.0,1
1020,-1.0,1.0,1983.0,2950.0,1103.0,-53.0,-65.0,-65.0,1
1021,-1.0,1.0,1808.0,2593.0,1454.0,-53.0,-69.0,-66.0,1
1022,-1.0,1.0,1949.0,3475.0,1222.0,-53.0,-65.0,-66.0,1
1023,-1.0,1.0,1508.0,2886.0,904.0,-53.0,-64.0,-68.0,1
1024,-1.0,1.0,1637.0,3039.0,1485.0,-53.0,-65.0,-68.0,1
1025,-1.0,1.0,1630.0,3069.0,784.0,-54.0,-68.0,-64.0,1
1026,-1.0,1.0,1623.0,3294.0,1518.0,-54.0,-63.0,-69.0,1
1027,-1.0,1.0,2001.0,2976.0,1311.0,-54.0,-65.0,-69.0,1
1028,-1.0,1.0,1520.0,3089.0,1276.0,-53.0,-69.0,-66.0,1
1029,-1.0,1.0,1581.0,3123.0,1248.0,-55.0,-67.0,-67.0,1
1030,-1.0,1.0,1279.0,2802.0,1215.0,-55.0,-65.0,-66.0,1
1031,-1.0,1.0,1328.0,3364.0,1745.0,-55.0,-66.0,-66.0,1
1032,-1.0,1.0,1454.0,3395.0,1576.0,-55.0,-66.0,-65.0,1
1033,-1.0,1.0,1253.0,3095.0,1429.0,-55.0,-66.0,-66.0,1
1034,-1.0,1.0,1454.0,3390.0,1255.0,-54.0,-66.0,-67.0,1
1035,-1.0,1.0,1799.0,3304.0,1365.0,-54.0,-65.0,-66.0,1
1036,-1.0,1.0,1926.0,3069.0,1480.0,-54.0,-66.0,-68.0,1
1037,-1.0,1.0,1879.0,2980.0,843.0,-54.0,-65.0,-68.0,1
1038,-1.0,1.0,1461.0,3294.0,1136.0,-55.0,-65.0,-67.0,1
1039,-1.0,1.0,1401.0,3299.0,1044.0,-56.0,-64.0,-67.0,1
1040,-1.0,1.0,1166.0,3121.0,1335.0,-56.0,-63.0,-65.0,1
1041,-1.0,1.0,1842.0,2976.0,929.0,-55.0,-65.0,-66.0,1
1042,-1.0,1.0,981.0,3041.0,1227.0,-56.0,-66.0,-66.0,1
1043,-1.0,1.0,1506.0,2976.0,1098.0,-55.0,-64.0,-67.0,1
1044,-1.0,1.0,1886.0,3325.0,1190.0,-55.0,-64.0,-67.0,1
1045,-1.0,1.0,1834.0,2893.0,756.0,-55.0,-64.0,-68.0,1
1046,-1.0,1.0,1393.0,2882.0,1072.0,-55.0,-65.0,-68.0,1
1047,-1.0,1.0,1883.0,2924.0,1103.0,-54.0,-64.0,-67.0,1
1048,-1.0,1.0,1623.0,3294.0,1105.0,-54.0,-67.0,-67.0,1
1049,-1.0,1.0,1949.0,2886.0,1072.0,-55.0,-68.0,-68.0,1
1050,-1.0,1.0,1956.0,2950.0,983.0,-55.0,-66.0,-68.0,1
1051,-1.0,1.0,1743.0,3182.0,1190.0,-55.0,-63.0,-68.0,1
1052,-1.0,1.0,1485.0,3186.0,1396.0,-55.0,-64.0,-65.0,1
1053,-1.0,1.0,1867.0,3034.0,1283.0,-55.0,-63.0,-66.0,1
1054,-1.0,1.0,1658.0,2947.0,1164.0,-54.0,-64.0,-67.0,1
1055,-1.0,1.0,1719.0,3416.0,1047.0,-54.0,-63.0,-67.0,1
1056,-1.0,1.0,1740.0,3332.0,1490.0,-53.0,-66.0,-67.0,1
1057,-1.0,1.0,1806.0,2833.0,1281.0,-53.0,-66.0,-67.0,1
1058,-1.0,1.0,1839.0,3210.0,1075.0,-55.0,-64.0,-66.0,1
1059,-1.0,1.0,1743.0,3243.0,1426.0,-56.0,-66.0,-68.0,1
1060,-1.0,1.0,1522.0,3184.0,1047.0,-56.0,-67.0,-67.0,1
1061,-1.0,1.0,1520.0,3151.0,1225.0,-55.0,-66.0,-67.0,1
1062,-1.0,1.0,1286.0,3041.0,1044.0,-54.0,-66.0,-68.0,1
1063,-1.0,1.0,1276.0,3381.0,1565.0,-54.0,-66.0,-64.0,1
1064,-1.0,1.0,1279.0,3362.0,1651.0,-54.0,-65.0,-64.0,1
1065,-1.0,1.0,1187.0,3164.0,1661.0,-54.0,-66.0,-67.0,1
1066,-1.0,1.0,1276.0,3236.0,1079.0,-54.0,-66.0,-67.0,1
1067,-1.0,1.0,1164.0,3388.0,1166.0,-53.0,-66.0,-68.0,1
1068,-1.0,1.0,1683.0,3327.0,1164.0,-54.0,-66.0,-68.0,1
1069,-1.0,1.0,1785.0,2952.0,1253.0,-57.0,-64.0,-65.0,1
1070,-1.0,1.0,1630.0,3360.0,1487.0,-53.0,-66.0,-67.0,1
1071,-1.0,1.0,1691.0,3067.0,782.0,-55.0,-64.0,-68.0,1
1072,-1.0,1.0,1801.0,2886.0,1101.0,-54.0,-68.0,-66.0,1
1073,-1.0,1.0,1895.0,3006.0,990.0,-53.0,-64.0,-65.0,1
1074,-1.0,1.0,1600.0,2802.0,1307.0,-55.0,-67.0,-67.0,1
1075,-1.0,1.0,1917.0,3013.0,1131.0,-51.0,-68.0,-66.0,1
1076,-1.0,1.0,1876.0,3069.0,965.0,-55.0,-64.0,-65.0,1
1077,-1.0,1.0,1506.0,2919.0,810.0,-53.0,-65.0,-67.0,1
1078,-1.0,1.0,1630.0,3095.0,962.0,-53.0,-64.0,-68.0,1
1079,-1.0,1.0,1691.0,3393.0,1164.0,-56.0,-65.0,-67.0,1
1080,-1.0,2.0,1834.0,2661.0,634.0,-58.0,-67.0,-58.0,1
1081,-1.0,2.0,1776.0,2617.0,280.0,-59.0,-67.0,-61.0,1
1082,-1.0,2.0,1977.0,2773.0,402.0,-59.0,-68.0,-60.0,1
1083,-1.0,2.0,2186.0,2811.0,693.0,-59.0,-68.0,-59.0,1
1084,-1.0,2.0,2136.0,2776.0,519.0,-58.0,-68.0,-59.0,1
1085,-1.0,2.0,1630.0,2651.0,430.0,-59.0,-67.0,-60.0,1
1086,-1.0,2.0,1717.0,2889.0,252.0,-60.0,-67.0,-61.0,1
1087,-1.0,2.0,1834.0,2736.0,198.0,-59.0,-68.0,-61.0,1
1088,-1.0,2.0,1991.0,2701.0,198.0,-59.0,-68.0,-61.0,1
1089,-1.0,2.0,1860.0,2698.0,489.0,-58.0,-68.0,-61.0,1
1090,-1.0,2.0,2148.0,2745.0,864.0,-58.0,-68.0,-61.0,1
1091,-1.0,2.0,1832.0,2651.0,374.0,-58.0,-67.0,-61.0,1
1092,-1.0,2.0,1693.0,2767.0,137.0,-58.0,-67.0,-60.0,1
1093,-1.0,2.0,1975.0,2664.0,779.0,-59.0,-68.0,-60.0,1
1094,-1.0,2.0,1747.0,2695.0,606.0,-59.0,-68.0,-60.0,1
1095,-1.0,2.0,2012.0,2764.0,433.0,-59.0,-67.0,-60.0,1
1096,-1.0,2.0,1865.0,2808.0,458.0,-59.0,-67.0,-60.0,1
1097,-1.0,2.0,1717.0,2651.0,458.0,-59.0,-68.0,-60.0,1
1098,-1.0,2.0,2071.0,2692.0,400.0,-59.0,-68.0,-60.0,1
1099,-1.0,2.0,1780.0,2776.0,454.0,-58.0,-67.0,-60.0,1
1100,-1.0,2.0,2155.0,2889.0,311.0,-59.0,-68.0,-60.0,1
1101,-1.0,2.0,1478.0,2620.0,751.0,-59.0,-68.0,-60.0,1
1102,-1.0,2.0,1843.0,2661.0,458.0,-59.0,-68.0,-60.0,1
1103,-1.0,2.0,1977.0,2658.0,519.0,-58.0,-68.0,-59.0,1
1104,-1.0,2.0,2047.0,2664.0,583.0,-58.0,-67.0,-59.0,1
1105,-1.0,2.0,1691.0,2736.0,723.0,-58.0,-68.0,-60.0,1
1106,-1.0,2.0,1900.0,2692.0,198.0,-58.0,-68.0,-59.0,1
1107,-1.0,2.0,1658.0,2761.0,372.0,-59.0,-68.0,-60.0,1
1108,-1.0,2.0,2162.0,2654.0,639.0,-58.0,-68.0,-60.0,1
1109,-1.0,2.0,1897.0,2573.0,634.0,-58.0,-68.0,-59.0,1
1110,-1.0,2.0,2066.0,2692.0,660.0,-58.0,-68.0,-60.0,1
1111,-1.0,2.0,2097.0,2698.0,810.0,-59.0,-68.0,-60.0,1
1112,-1.0,2.0,1637.0,2614.0,428.0,-58.0,-68.0,-59.0,1
1113,-1.0,2.0,2148.0,2539.0,543.0,-58.0,-68.0,-60.0,1
1114,-1.0,2.0,1722.0,2820.0,636.0,-58.0,-68.0,-60.0,1
1115,-1.0,2.0,1865.0,2701.0,519.0,-58.0,-68.0,-59.0,1
1116,-1.0,2.0,1543.0,2764.0,545.0,-58.0,-68.0,-59.0,1
1117,-1.0,2.0,1895.0,2845.0,662.0,-58.0,-68.0,-60.0,1
1118,-1.0,2.0,1895.0,2817.0,201.0,-58.0,-69.0,-60.0,1
1119,-1.0,2.0,1637.0,2842.0,369.0,-58.0,-69.0,-60.0,1
1120,-1.0,2.0,2094.0,2839.0,402.0,-58.0,-68.0,-60.0,1
1121,-1.0,2.0,1890.0,2726.0,695.0,-58.0,-68.0,-60.0,1
1122,-1.0,2.0,1989.0,2701.0,742.0,-58.0,-69.0,-60.0,1
1123,-1.0,2.0,1890.0,2689.0,461.0,-58.0,-68.0,-60.0,1
1124,-1.0,2.0,1949.0,2695.0,519.0,-58.0,-68.0,-59.0,1
1125,-1.0,2.0,1663.0,2776.0,751.0,-58.0,-68.0,-60.0,1
1126,-1.0,2.0,1696.0,2770.0,369.0,-58.0,-69.0,-60.0,1
1127,-1.0,2.0,1712.0,2773.0,751.0,-58.0,-68.0,-60.0,1
1128,-1.0,2.0,1865.0,2736.0,461.0,-58.0,-68.0,-60.0,1
1129,-1.0,2.0,1918.0,2651.0,374.0,-58.0,-68.0,-60.0,1
1130,-1.0,2.0,1895.0,2814.0,491.0,-58.0,-69.0,-60.0,1
1131,-1.0,2.0,2071.0,2623.0,465.0,-58.0,-68.0,-60.0,1
1132,-1.0,2.0,1813.0,2661.0,433.0,-58.0,-67.0,-59.0,1
1133,-1.0,2.0,1918.0,2736.0,826.0,-58.0,-68.0,-60.0,1
1134,-1.0,2.0,1804.0,2764.0,489.0,-58.0,-69.0,-60.0,1
1135,-1.0,2.0,1872.0,2654.0,426.0,-58.0,-68.0,-60.0,1
1136,-1.0,2.0,1858.0,2689.0,198.0,-58.0,-68.0,-59.0,1
1137,-1.0,2.0,1984.0,2739.0,308.0,-58.0,-68.0,-59.0,1
1138,-1.0,2.0,1520.0,2814.0,374.0,-58.0,-68.0,-60.0,1
1139,-1.0,2.0,1944.0,2736.0,693.0,-58.0,-68.0,-61.0,1
1140,-1.0,2.0,1829.0,2801.0,226.0,-58.0,-68.0,-59.0,1
1141,-1.0,2.0,1869.0,2851.0,489.0,-58.0,-68.0,-59.0,1
1142,-1.0,2.0,1902.0,2736.0,808.0,-58.0,-68.0,-60.0,1
1143,-1.0,2.0,2036.0,2814.0,196.0,-58.0,-69.0,-60.0,1
1144,-1.0,2.0,2099.0,2701.0,433.0,-59.0,-68.0,-60.0,1
1145,-1.0,2.0,1635.0,2620.0,611.0,-58.0,-68.0,-59.0,1
1146,-1.0,2.0,2078.0,2811.0,346.0,-58.0,-68.0,-60.0,1
1147,-1.0,2.0,1785.0,2814.0,576.0,-58.0,-68.0,-60.0,1
1148,-1.0,2.0,1780.0,2773.0,254.0,-58.0,-68.0,-60.0,1
1149,-1.0,2.0,1719.0,2733.0,283.0,-58.0,-68.0,-60.0,1
1150,-1.0,2.0,1858.0,2698.0,515.0,-58.0,-68.0,-60.0,1
1151,-1.0,2.0,1961.0,2698.0,486.0,-58.0,-68.0,-60.0,1
1152,-1.0,2.0,1626.0,2701.0,604.0,-58.0,-68.0,-59.0,1
1153,-1.0,2.0,1984.0,2736.0,367.0,-58.0,-68.0,-60.0,1
1154,-1.0,2.0,1539.0,2701.0,658.0,-59.0,-68.0,-60.0,1
1155,-1.0,2.0,1949.0,2726.0,423.0,-58.0,-69.0,-60.0,1
1156,-1.0,2.0,1747.0,2689.0,486.0,-58.0,-68.0,-60.0,1
1157,-1.0,2.0,1954.0,2620.0,604.0,-58.0,-69.0,-60.0,1
1158,-1.0,2.0,1944.0,2655.0,435.0,-58.0,-68.0,-59.0,1
1159,-1.0,2.0,1604.0,2664.0,779.0,-59.0,-68.0,-60.0,1
1160,-1.0,2.0,1689.0,2623.0,257.0,-59.0,-68.0,-61.0,1
1161,-1.0,2.0,2019.0,2623.0,779.0,-59.0,-68.0,-59.0,1
1162,-1.0,2.0,1836.0,2689.0,165.0,-59.0,-68.0,-59.0,1
1163,-1.0,2.0,2019.0,2773.0,430.0,-59.0,-68.0,-60.0,1
1164,-1.0,2.0,1579.0,2661.0,104.0,-58.0,-68.0,-60.0,1
1165,-1.0,2.0,2237.0,2617.0,198.0,-58.0,-68.0,-60.0,1
1166,-1.0,2.0,1691.0,2576.0,604.0,-58.0,-69.0,-60.0,1
1167,-1.0,2.0,1801.0,2617.0,639.0,-58.0,-68.0,-60.0,1
1168,-1.0,2.0,2272.0,2661.0,576.0,-58.0,-68.0,-60.0,1
1169,-1.0,2.0,1986.0,2695.0,311.0,-58.0,-68.0,-60.0,1
1170,-1.0,2.0,1637.0,2686.0,662.0,-58.0,-67.0,-59.0,1
1171,-1.0,2.0,1886.0,2661.0,395.0,-59.0,-68.0,-60.0,1
1172,-1.0,2.0,1635.0,2695.0,545.0,-59.0,-68.0,-59.0,1
1173,-1.0,2.0,1541.0,2651.0,826.0,-58.0,-68.0,-60.0,1
1174,-1.0,2.0,1637.0,2745.0,346.0,-58.0,-68.0,-59.0,1
1175,-1.0,2.0,1665.0,2689.0,522.0,-58.0,-68.0,-60.0,1
1176,-1.0,2.0,1609.0,2654.0,461.0,-58.0,-68.0,-60.0,1
1177,-1.0,2.0,1665.0,2808.0,545.0,-59.0,-68.0,-60.0,1
1178,-1.0,2.0,2019.0,2655.0,458.0,-58.0,-68.0,-60.0,1
1179,-1.0,2.0,1693.0,2739.0,748.0,-58.0,-68.0,-60.0,1
1180,-1.0,2.0,1895.0,2701.0,636.0,-58.0,-68.0,-60.0,1
1181,-1.0,2.0,1806.0,2814.0,374.0,-58.0,-68.0,-60.0,1
1182,-1.0,2.0,1897.0,2851.0,254.0,-58.0,-68.0,-60.0,1
1183,-1.0,2.0,1668.0,2667.0,486.0,-58.0,-68.0,-61.0,1
1184,-1.0,2.0,2094.0,2689.0,313.0,-58.0,-67.0,-60.0,1
1185,-1.0,2.0,1757.0,2698.0,626.0,-58.0,-67.0,-61.0,1
